forum,title,keywords,abstract,pdf,match,venue,year,type
https://openreview.net/forum?id=bMzlrE2DHZt,Lite Transformer with Long-Short Range Attention,,,https://openreview.nethttps://openreview.net/pdf?id=ByeMPlHKPH,{'title_filter': 'attention'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=a2Cto-9E0zzM,Transformer-XH: Multi-Evidence Reasoning with eXtra Hop Attention,,,https://openreview.nethttps://openreview.net/pdf?id=r1eIiCNYwS,{'title_filter': 'attention'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=_1Bt5e1ij1,Adaptive Structural Fingerprints for Graph Attention Networks,,,https://openreview.nethttps://openreview.net/pdf?id=BJxWx0NYPr,{'title_filter': 'attention'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=ZZJlf6EZo3k,SesameBERT: Attention for Anywhere,,,https://openreview.nethttps://openreview.net/pdf?id=H1lac2Vtwr,{'title_filter': 'attention'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=WEQl4VdfHwRk,"Cross-Dimensional Self-Attention for Multivariate, Geo-tagged Time Series Imputation",,,https://openreview.nethttps://openreview.net/pdf?id=SJxRKT4Fwr,{'title_filter': 'attention'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=UExJTJnmVnJm,Monotonic Multihead Attention,,,https://openreview.nethttps://openreview.net/pdf?id=Hyg96gBKPS,{'title_filter': 'attention'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=UC45gaYKQ36,Generative Adversarial Networks For Data Scarcity Industrial Positron Images With Attention,,,https://openreview.nethttps://openreview.net/pdf?id=SkxcSpEKPS,{'title_filter': 'attention'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=ODR29a9xeV5,Understanding and Improving Transformer From a Multi-Particle Dynamic System Point of View,,,https://openreview.nethttps://openreview.net/pdf?id=SJl1o2NFwS,{'title_filter': 'transformer'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=Kft9qbK7fsi,Tree-structured Attention with Hierarchical Accumulation,,,https://openreview.nethttps://openreview.net/pdf?id=HJxK5pEYvr,{'title_filter': 'attention'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=J9uJQrXi3uT,Robustness Verification for Transformers,,,https://openreview.nethttps://openreview.net/pdf?id=BJxwPJHFwS,{'title_filter': 'transformer'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=8CR8OFUUE6sl,Reformer: The Efficient Transformer,,,https://openreview.nethttps://openreview.net/pdf?id=rkgNKkHtvB,{'title_filter': 'transformer'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=6V0xzZGuyDf,"Pay Attention to Features, Transfer Learn Faster CNNs",,,https://openreview.nethttps://openreview.net/pdf?id=ryxyCeHtPB,{'title_filter': 'attention'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=4bl04qTJgDw,R-Transformer: Recurrent Neural Network Enhanced Transformer,,,https://openreview.nethttps://openreview.net/pdf?id=HJx4PAEYDH,{'title_filter': 'transformer'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=3pVN1OKic4-,Are Transformers universal approximators of sequence-to-sequence functions?,,,https://openreview.nethttps://openreview.net/pdf?id=ByxRM0Ntvr,{'title_filter': 'transformer'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=2IN677k0W_he,SPACE: Unsupervised Object-Oriented Scene Representation via Spatial Attention and Decomposition,,,https://openreview.nethttps://openreview.net/pdf?id=rkl03ySYDH,{'title_filter': 'attention'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=1KLUy-X5Ayy,Depth-Adaptive Transformer,,,https://openreview.nethttps://openreview.net/pdf?id=SJg7KhVKPH,{'title_filter': 'transformer'},ICLR.cc,2020,Conference
https://openreview.net/forum?id=zv-typ1gPxA,Retrieval-Augmented Generation for Code Summarization via Hybrid GNN,"['Code Summarization', 'Graph Neural Network', 'Retrieval', 'Generation']","Source code summarization aims to generate natural language summaries from structured code snippets for better understanding code functionalities. However, automatic code summarization is challenging due to the complexity of the source code and the language gap between the source code and natural language summaries. Most previous approaches either rely on retrieval-based (which can take advantage of similar examples seen from the retrieval database, but have low generalization performance) or generation-based methods (which have better generalization performance, but cannot take advantage of similar examples).
This paper proposes a novel retrieval-augmented mechanism to combine the benefits of both worlds.
Furthermore, to mitigate the limitation of Graph Neural Networks (GNNs) on capturing global graph structure information of source code, we propose a novel attention-based dynamic graph to complement the static graph representation of the source code, and design a hybrid message passing GNN for capturing both the local and global structural information. To evaluate the proposed approach, we release a new challenging benchmark, crawled from diversified large-scale open-source C projects (total 95k+ unique functions in the dataset). Our method achieves the state-of-the-art performance, improving existing methods by 1.42, 2.44 and 1.29 in terms of BLEU-4, ROUGE-L and METEOR.",https://openreview.net/pdf/0c626197d75608b562d47b4d7684f620b1359ef5.pdf,{'abstract_filter': 'attention'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=zQTezqCCtNx,Improving Adversarial Robustness via Channel-wise Activation Suppressing,"['Adversarial robustness', 'channel suppressing', 'activation strategy.']","The study of adversarial examples and their activations have attracted significant attention for secure and robust learning with deep neural networks (DNNs).  Different from existing works, in this paper, we highlight two new characteristics of adversarial examples from the channel-wise activation perspective:  1) the activation magnitudes of adversarial examples are higher than that of natural examples; and 2) the channels are activated more uniformly by adversarial examples than natural examples. We find that, while the state-of-the-art defense adversarial training has addressed the first issue of high activation magnitude via training on adversarial examples, the second issue of uniform activation remains.  This motivates us to suppress redundant activations from being activated by adversarial perturbations during the adversarial training process, via a Channel-wise Activation Suppressing (CAS) training strategy.  We show that CAS can train a model that inherently suppresses adversarial activations, and can be easily applied to existing defense methods to further improve their robustness. Our work provides a simplebut generic training strategy for robustifying the intermediate layer activations of DNNs.",https://openreview.net/pdf/199e4955d4d5c6f552177bff197e00df7b1a3432.pdf,{'abstract_filter': 'attention'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=z9k8BWL-_2u,Statistical inference for individual fairness,[],"As we rely on machine learning (ML) models to make more consequential decisions, the issue of ML models perpetuating unwanted social biases has come to the fore of the public's and the research community's attention. In this paper, we focus on the problem of detecting violations of individual fairness in ML models. We formalize the problem as measuring the susceptibility of ML models against a form of adversarial attack and develop a suite of inference tools for the adversarial loss. The tools allow practitioners to assess the individual fairness of ML models in a statistically-principled way: form confidence intervals for the adversarial loss and test hypotheses of model fairness with (asymptotic) non-coverage/Type I error rate control. We demonstrate the utility of our tools in a real-world case study.",https://openreview.net/pdf/ac8d0be951fdef76c35e87af88b3fb817cadfde9.pdf,{'abstract_filter': 'attention'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=yr1mzrH3IC,Regularization Matters in Policy Optimization - An Empirical Study on Continuous Control,"['Policy Optimization', 'Regularization', 'Continuous Control', 'Deep Reinforcement Learning']","Deep Reinforcement Learning (Deep RL) has been receiving increasingly more attention  thanks to its encouraging performance on a variety of control tasks. Yet, conventional regularization techniques in training neural networks (e.g., $L_2$ regularization, dropout) have been largely ignored in RL methods, possibly because agents are typically trained and evaluated in the same environment, and because the deep RL community focuses more on high-level algorithm designs. In this work, we present the first comprehensive study of regularization techniques with multiple policy optimization algorithms on continuous control tasks. Interestingly, we find conventional regularization techniques on the policy networks can often bring large improvement, especially on harder tasks. Our findings are shown to be robust against training hyperparameter variations. We also compare these techniques with the more widely used entropy regularization. In addition, we study regularizing different components and find that only regularizing the policy network is typically the best. We further analyze why regularization may help generalization in RL from four perspectives - sample complexity, reward distribution, weight norm, and noise robustness. We hope our study provides guidance for future practices in regularizing policy optimization algorithms. Our code is available at https://github.com/xuanlinli17/iclr2021_rlreg .",https://openreview.net/pdf/4ea87f9a661822f24e9371710f2f815e90d8bd23.pdf,{'abstract_filter': 'attention'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=xppLmXCbOw1,Self-supervised Visual Reinforcement Learning with Object-centric Representations,"['self-supervision', 'autonomous learning', 'object-centric representations', 'visual reinforcement learning']","Autonomous agents need large repertoires of skills to act reasonably on new tasks that they have not seen before. However, acquiring these skills using only a stream of high-dimensional, unstructured, and unlabeled observations is a tricky challenge for any autonomous agent. Previous methods have used variational autoencoders to encode a scene into a low-dimensional vector that can be used as a goal for an agent to discover new skills. Nevertheless, in compositional/multi-object environments it is difficult to disentangle all the factors of variation into such a fixed-length representation of the whole scene. We propose to use object-centric representations as a modular and structured observation space, which is learned with a compositional generative world model.
We show that the structure in the representations in combination with goal-conditioned attention policies helps the autonomous agent to discover and learn useful skills. These skills can be further combined to address compositional tasks like the manipulation of several different objects.",https://openreview.net/pdf/17a02894cb2794484690465818a08e4b35ea6982.pdf,{'abstract_filter': 'attention'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=xpFFI_NtgpW,Rethinking Embedding Coupling in Pre-trained Language Models,"['natural language processing', 'transfer learning', 'efficiency', 'pre-training']","We re-evaluate the standard practice of sharing weights between input and output embeddings in state-of-the-art pre-trained language models. We show that decoupled embeddings provide increased modeling flexibility, allowing us to significantly improve the efficiency of parameter allocation in the input embedding of multilingual models. By reallocating the input embedding parameters in the Transformer layers, we achieve dramatically better performance on standard natural language understanding tasks with the same number of parameters during fine-tuning. We also show that allocating additional capacity to the output embedding provides benefits to the model that persist through the fine-tuning stage even though the output embedding is discarded after pre-training. Our analysis shows that larger output embeddings prevent the model's last layers from overspecializing to the pre-training task and encourage Transformer representations to be more general and more transferable to other tasks and languages. Harnessing these findings, we are able to train models that achieve strong performance on the XTREME benchmark without increasing the number of parameters at the fine-tuning stage. ",https://openreview.net/pdf/adedfbb0966285d46a1b5e7fb42ed8f57385af9e.pdf,{'abstract_filter': 'transformer'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=xYGNO86OWDH,Isotropy in the Contextual Embedding Space: Clusters and Manifolds,"['Contextual embedding space', 'Isotropy', 'Clusters', 'Manifolds']","The geometric properties of contextual embedding spaces for deep language models such as BERT and ERNIE, have attracted considerable attention in recent years. Investigations on the contextual embeddings demonstrate a strong anisotropic space such that most of the vectors fall within a narrow cone, leading to high cosine similarities.  It is surprising that these LMs are as successful as they are, given that most of their embedding vectors are as similar to one another as they are. In this paper, we argue that the isotropy indeed exists in the space, from a different but more constructive perspective. We identify isolated clusters and low dimensional manifolds in the contextual embedding space, and introduce tools to both qualitatively and quantitatively analyze them. We hope the study in this paper could provide insights towards a better understanding of the deep language models.",https://openreview.net/pdf/8b00c8e698e9a810bfcee44a4ae5f6c3adeb7266.pdf,{'abstract_filter': 'attention'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=xTJEN-ggl1b,LambdaNetworks: Modeling long-range Interactions without Attention,"['deep learning', 'neural networks', 'attention', 'transformer', 'vision', 'image classification']","We present lambda layers -- an alternative framework to self-attention -- for capturing long-range interactions between an input and structured contextual information (e.g. a pixel surrounded by other pixels). Lambda layers capture such interactions by transforming available contexts into linear functions, termed lambdas, and applying these linear functions to each input separately. Similar to linear attention, lambda layers bypass expensive attention maps, but in contrast, they model both content and position-based interactions which enables their application to large structured inputs such as images. The resulting neural network architectures, LambdaNetworks, significantly outperform their convolutional and attentional counterparts on ImageNet classification, COCO object detection and instance segmentation, while being more computationally efficient. Additionally, we design LambdaResNets, a family of hybrid architectures across different scales, that considerably improves the speed-accuracy tradeoff of image classification models. LambdaResNets reach excellent accuracies on ImageNet while being 3.2 - 4.4x faster than the popular EfficientNets on modern machine learning accelerators. In large-scale semi-supervised training with an additional 130M pseudo-labeled images, LambdaResNets achieve up to 86.7% ImageNet accuracy while being 9.5x faster than EfficientNet NoisyStudent and 9x faster than a Vision Transformer with comparable accuracies.",https://openreview.net/pdf/811ba70b99e04f0d84a07c0c93d21c805e4466ff.pdf,{'title_filter': 'attention'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=whE31dn74cL,A Temporal Kernel Approach for Deep Learning with Continuous-time Information,"['Kernel Learning', 'Continuous-time System', 'Spectral Distribution', 'Random Feature', 'Reparameterization', 'Learning Theory']","Sequential deep learning models such as RNN, causal CNN and attention mechanism do not readily consume continuous-time information. Discretizing the temporal data, as we show, causes inconsistency even for simple continuous-time processes. Current approaches often handle time in a heuristic manner to be consistent with the existing deep learning architectures and implementations. In this paper, we provide a principled way to characterize continuous-time systems using deep learning tools. Notably, the proposed approach applies to all the major deep learning architectures and requires little modifications to the implementation. The critical insight is to represent the continuous-time system by composing neural networks with a temporal kernel, where we gain our intuition from the recent advancements in understanding deep learning with Gaussian process and neural tangent kernel. To represent the temporal kernel, we introduce the random feature approach and convert the kernel learning problem to spectral density estimation under reparameterization. We further prove the convergence and consistency results even when the temporal kernel is non-stationary, and the spectral density is misspecified. The simulations and real-data experiments demonstrate the empirical effectiveness of our temporal kernel approach in a broad range of settings.",https://openreview.net/pdf/40fc3e707f1a7db2333d5459c3b472809d4e33c1.pdf,{'abstract_filter': 'attention'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=vujTf_I8Kmc,Attentional Constellation Nets for Few-Shot Learning,"['few-shot learning', 'constellation models']","The success of deep convolutional neural networks builds on top of the learning of effective convolution operations, capturing a hierarchy of structured features via filtering, activation, and pooling. However, the explicit structured features, e.g. object parts, are not expressive in the existing CNN frameworks. In this paper, we tackle the few-shot learning problem and make an effort to enhance structured features by expanding CNNs with a constellation model, which performs cell feature clustering and encoding with a dense part representation; the relationships among the cell features are further modeled by an attention mechanism. With the additional constellation branch to increase the awareness of object parts, our method is able to attain the advantages of the CNNs while making the overall internal representations more robust in the few-shot learning setting. Our approach attains a significant improvement over the existing methods in few-shot learning on the CIFAR-FS, FC100, and mini-ImageNet benchmarks.",https://openreview.net/pdf/4bfc13fc5e8eadc3b396aa15c6e583195e33ef5e.pdf,{'title_filter': 'attention'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=v9c7hr9ADKx,UPDeT: Universal Multi-agent RL via Policy Decoupling with Transformers,"['Multi-agent Reinforcement Learning', 'Transfer Learning']","Recent advances in multi-agent reinforcement learning have been largely limited in training one model from scratch for every new task. The limitation is due to the restricted model architecture related to fixed input and output dimensions. This hinders the experience accumulation and transfer of the learned agent over tasks with diverse levels of difficulty (e.g. 3 vs 3 or 5 vs 6 multi-agent games).  In this paper, we make the first attempt to explore a universal multi-agent reinforcement learning pipeline, designing one single architecture to fit tasks with the requirement of different observation and action configurations. Unlike previous RNN-based models, we utilize a transformer-based model to generate a flexible policy by decoupling the policy distribution from the intertwined input observation with an importance weight measured by the merits of the self-attention mechanism. Compared to a standard transformer block, the proposed model, named as Universal Policy Decoupling Transformer (UPDeT), further relaxes the action restriction and makes the multi-agent task's decision process more explainable. UPDeT is general enough to be plugged into any multi-agent reinforcement learning pipeline and equip them with strong generalization abilities that enables the handling of multiple tasks at a time. Extensive experiments on large-scale SMAC multi-agent competitive games demonstrate that the proposed UPDeT-based multi-agent reinforcement learning achieves significant results relative to state-of-the-art approaches, demonstrating advantageous transfer capability in terms of both performance and training speed (10 times faster).",https://openreview.net/pdf/1f24b0b3a09ad8484d3887053d6c4c6a87d96ba1.pdf,{'title_filter': 'transformer'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=ujmgfuxSLrO,DeLighT: Deep and Light-weight Transformer,"['Transformers', 'Sequence Modeling', 'Machine Translation', 'Language Modeling', 'Representation learning', 'Efficient Networks']","We introduce a deep and light-weight transformer, DeLighT, that delivers similar or better performance than standard transformer-based models with significantly fewer parameters. DeLighT more efficiently allocates parameters both (1) within each Transformer block using the DeLighT transformation, a deep and light-weight transformation and (2) across blocks using block-wise scaling, that allows for shallower and narrower DeLighT blocks near the input and wider and deeper DeLighT blocks near the output. Overall, DeLighT networks are 2.5 to 4 times deeper than standard transformer models and yet have fewer parameters and operations. Experiments on benchmark machine translation and language modeling tasks show that DeLighT matches or improves the performance of baseline Transformers with 2 to 3 times fewer parameters on average. ",https://openreview.net/pdf/4f21fde99bd3a5d443e49b301eed13de7442a1a6.pdf,{'title_filter': 'transformer'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=uR9LaO_QxF,Efficient Transformers in Reinforcement Learning using Actor-Learner Distillation,"['Deep Reinforcement Learning', 'Memory', 'Transformers', 'Distillation']","Many real-world applications such as robotics provide hard constraints on power and compute that limit the viable model complexity of Reinforcement Learning (RL) agents. Similarly, in many distributed RL settings, acting is done on un-accelerated hardware such as CPUs, which likewise restricts model size to prevent intractable experiment run times. These ""actor-latency"" constrained settings present a major obstruction to the scaling up of model complexity that has recently been extremely successful in supervised learning. To be able to utilize large model capacity while still operating within the limits imposed by the system during acting, we develop an ""Actor-Learner Distillation"" (ALD) procedure that leverages a continual form of distillation that transfers learning progress from a large capacity learner model to a small capacity actor model. As a case study, we develop this procedure in the context of partially-observable environments, where transformer models have had large improvements over LSTMs recently, at the cost of significantly higher computational complexity. With transformer models as the learner and LSTMs as the actor, we demonstrate in several challenging memory environments that using Actor-Learner Distillation largely recovers the clear sample-efficiency gains of the transformer learner model while maintaining the fast inference and reduced total training time of the LSTM actor model.",https://openreview.net/pdf/2384835e520b07abfe36d0826a5cd6dc0673f653.pdf,{'title_filter': 'transformer'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=uKhGRvM8QNH,Improve Object Detection with Feature-based Knowledge Distillation: Towards Accurate and Efficient Detectors,"['Knowledge Distillation', 'Object Detection', 'Teacher-Student Learning', 'Non-Local Modules', 'Attention Modules']","Knowledge distillation, in which a student model is trained to mimic a teacher model, has been proved as an effective technique for model compression and model accuracy boosting. However, most knowledge distillation methods, designed for image classification, have failed on more challenging tasks, such as object detection. In this paper, we suggest that the failure of knowledge distillation on object detection is mainly caused by two reasons: (1) the imbalance between pixels of foreground and background and (2) lack of distillation on the relation between different pixels. Observing the above reasons, we propose attention-guided distillation and non-local distillation to address the two problems, respectively.  Attention-guided distillation is proposed to find the crucial pixels of foreground objects with attention mechanism and then make the students take more effort to learn their features. Non-local distillation is proposed to enable students to learn not only the feature of an individual pixel but also the relation between different pixels captured by non-local modules. Experiments show that our methods achieve excellent AP improvements on both one-stage and two-stage, both anchor-based and anchor-free detectors. For example, Faster RCNN (ResNet101 backbone) with our distillation achieves 43.9 AP on COCO2017, which is 4.1 higher than the baseline. Codes have been released on Github.",https://openreview.net/pdf/1e6969024e2fab8681c02ff62a2dbfc4feedcff4.pdf,{'abstract_filter': 'attention'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=tc5qisoB-C,C-Learning: Learning to Achieve Goals via Recursive Classification,"['reinforcement learning', 'goal reaching', 'density estimation', 'Q-learning', 'hindsight relabeling']","We study the problem of predicting and controlling the future state distribution of an autonomous agent. This problem, which can be viewed as a reframing of goal-conditioned reinforcement learning (RL), is centered around learning a conditional probability density function over future states. Instead of directly estimating this density function, we indirectly estimate this density function by training a classifier to predict whether an observation comes from the future. Via Bayes' rule, predictions from our classifier can be transformed into predictions over future states. Importantly, an off-policy variant of our algorithm allows us to predict the future state distribution of a new policy, without collecting new experience. This variant allows us to optimize functionals of a policy's future state distribution, such as the density of reaching a particular goal state. While conceptually similar to Q-learning, our work lays a principled foundation for goal-conditioned RL as density estimation, providing justification for goal-conditioned methods used in prior work. This foundation makes hypotheses about Q-learning, including the optimal goal-sampling ratio, which we confirm experimentally. Moreover, our proposed method is competitive with prior goal-conditioned RL methods.",https://openreview.net/pdf/6a06ad37cef81666dc0ffbc9cffba623fcb34843.pdf,{'abstract_filter': 'transformer'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=tYxG_OMs9WE,Property Controllable Variational Autoencoder via Invertible Mutual Dependence,"['deep generative models', 'interpretable latent representation', 'disentangled representation learning']","Deep generative models have made important progress towards modeling complex, high dimensional data via learning latent representations. Their usefulness is nevertheless often limited by a lack of control over the generative process or a poor understanding of the latent representation. To overcome these issues, attention is now focused on discovering latent variables correlated to the data properties and ways to manipulate these properties. This paper presents the new Property controllable VAE (PCVAE), where a new Bayesian model is proposed to inductively bias the latent representation using explicit data properties via novel group-wise and property-wise disentanglement. Each data property corresponds seamlessly to a latent variable, by innovatively enforcing invertible mutual dependence between them. This allows us to move along the learned latent dimensions to control specific properties of the generated data with great precision. Quantitative and qualitative evaluations confirm that the PCVAE outperforms the existing models by up to 28% in capturing and 65% in manipulating the desired properties.",https://openreview.net/pdf/7a243ac1776d6ff97e3e45e24a68cc1d897b9b36.pdf,{'abstract_filter': 'attention'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=tL89RnzIiCd,Hopfield Networks is All You Need,"['Modern Hopfield Network', 'Energy', 'Attention', 'Convergence', 'Storage Capacity', 'Hopfield layer', 'Associative Memory']","We introduce a modern Hopfield network with continuous states and a corresponding update rule. The new Hopfield network can store exponentially (with the dimension of the associative space) many patterns, retrieves the pattern with one update, and has exponentially small retrieval errors. It has three types of energy minima (fixed points of the update): (1) global fixed point averaging over all patterns, (2) metastable states averaging over a subset of patterns, and (3) fixed points which store a single pattern. The new update rule is equivalent to the attention mechanism used in transformers. This equivalence enables a characterization of the heads of transformer models. These heads perform in the first layers preferably global averaging and in higher layers partial averaging via metastable states. The new modern Hopfield network can be integrated  into deep learning architectures as layers to allow the storage of and access to raw input data, intermediate results, or learned prototypes.
These Hopfield layers enable new ways of deep learning, beyond fully-connected, convolutional, or recurrent networks, and provide pooling, memory, association, and attention mechanisms. We demonstrate the broad applicability of the Hopfield layers
across various domains. Hopfield layers improved state-of-the-art on three out of four considered multiple instance learning problems as well as on immune repertoire classification with several hundreds of thousands of instances. On the UCI benchmark collections of small classification tasks, where deep learning methods typically struggle, Hopfield layers yielded a new state-of-the-art when compared to different machine learning methods. Finally, Hopfield layers achieved state-of-the-art on two drug design datasets. The implementation is available at: \url{https://github.com/ml-jku/hopfield-layers}",https://openreview.net/pdf/4dfbed3a6ececb7282dfef90fd6c03812ae0da7b.pdf,{'keywords_filter': 'attention'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=rcQdycl0zyk,Beyond Fully-Connected Layers with Quaternions: Parameterization of Hypercomplex Multiplications with $1/n$ Parameters,['hypercomplex representation learning'],"Recent works have demonstrated reasonable success of representation learning in hypercomplex space. Specifically, “fully-connected layers with quaternions” (quaternions are 4D hypercomplex numbers), which replace real-valued matrix multiplications in fully-connected layers with Hamilton products of quaternions, both enjoy parameter savings with only 1/4 learnable parameters and achieve comparable performance in various applications. However, one key caveat is that hypercomplex space only exists at very few predefined dimensions (4D, 8D, and 16D). This restricts the flexibility of models that leverage hypercomplex multiplications. To this end, we propose parameterizing hypercomplex multiplications, allowing models to learn multiplication rules from data regardless of whether such rules are predefined. As a result, our method not only subsumes the Hamilton product, but also learns to operate on any arbitrary $n$D hypercomplex space, providing more architectural flexibility using arbitrarily $1/n$ learnable parameters compared with the fully-connected layer counterpart. Experiments of applications to the LSTM and transformer models on natural language inference, machine translation, text style transfer, and subject verb agreement demonstrate architectural flexibility and effectiveness of the proposed approach.",https://openreview.net/pdf/98639a764ded8e038fa188dc104694519947e67c.pdf,{'abstract_filter': 'transformer'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=qrwe7XHTmYb,GShard: Scaling Giant Models with Conditional Computation and Automatic Sharding,[],"Neural network scaling has been critical for improving the model quality in many real-world machine learning applications with vast amounts of training data and compute. Although this trend of scaling is affirmed to be a sure-fire approach for better model quality, there are challenges on the path such as the computation cost,ease of programming, and efficient implementation on parallel devices.  In this paper we demonstrate conditional computation as a remedy to the above mentioned impediments, and demonstrate its efficacy and utility.  We make extensive use of GShard, a module composed of a set of lightweight annotation APIs and an extension to the XLA compiler to enable large scale models with up to trillions of parameters. GShard and conditional computation enable us to scale up multilingual neural machine translation Transformer model with Sparsely-Gated Mixture-of-Experts. We demonstrate that such a giant model with 600 billion parameters can efficiently be trained on 2048 TPU v3 cores in 4 days to achieve far superior quality for translation from 100 languages to English compared to the prior art.",https://openreview.net/pdf/cdb90e31da8446076492c5aef0c8c6ae35dd472a.pdf,{'abstract_filter': 'transformer'},ICLR.cc,2021,Conference
https://openreview.net/forum?id=qpsl2dR9twy,Communication in Multi-Agent Reinforcement Learning: Intention Sharing,"['Multi-agent reinforcement learning', 'communication', 'intention', 'attention']","Communication is one of the core components for learning coordinated behavior in multi-agent systems.
In this paper, we propose a new communication scheme named  Intention Sharing (IS) for multi-agent reinforcement learning in order to enhance the coordination among agents. In the proposed IS scheme, each agent generates an imagined trajectory by modeling the environment dynamics and other agents' actions. The imagined trajectory is the simulated future trajectory of each agent based on the learned model of the environment dynamics and other agents and represents each agent's future action plan. Each agent compresses this imagined trajectory capturing its future action plan to generate its intention message for communication by applying an attention mechanism to learn the relative importance of the components in the imagined trajectory based on the received message from other agents. Numeral results show that the proposed IS scheme outperforms other communication schemes in multi-agent reinforcement learning.",https://openreview.net/pdf/8ba121ac29f04d881d760a1f3b9fd0349bb591a2.pdf,{'keywords_filter': 'attention'},ICLR.cc,2021,Conference
